,Unnamed: 0.1,Unnamed: 0,Title,Fecha,Abstract,Keyword,BestCategorySJR,Clean_Abstract,my_label,my_superlabel,Clean_Title
1359,1376,1376,Methodological approach of the iron and muscular damage: Female metabolism and menstrual cycle during exercise project (IronFEMME study),2021-01-01,"© 2021 by the authors. Licensee MDPI, Basel, Switzerland. Background: The increase in exercise levels in the last few years among professional and recreational female athletes has led to an increased scientific interest about sports health and performance in the female athlete population. The purpose of the IronFEMME Study described in this protocol article is to determine the influence of different hormonal profiles on iron metabolism in response to endurance exercise, and the main markers of muscle damage in response to resistance exercise; both in eumenorrheic, oral contraceptive (OC) users and postmenopausal well-trained women. Methods: This project is an observational controlled randomized counterbalanced study. One hundered and four (104) active and healthy women were selected to participate in the IronFEMME Study, 57 of which were eumenorrheic, 31 OC users and 16 postmenopausal. The project consisted of two sections carried out at the same time: iron metabolism (study I) and muscle damage (study II). For the study I, the exercise protocol consisted of an interval running test (eight bouts of 3 min at 85% of the maximal aerobic speed), whereas the study II protocol was an eccentric-based resistance exercise protocol (10 sets of 10 repetitions of plate-loaded barbell parallel back squats at 60% of their one repetition maximum (1RM) with 2 min of recovery between sets). In both studies, eumenorrheic participants were evaluated at three specific moments of the menstrual cycle: early-follicular phase, late-follicular phase and mid-luteal phase; OC users performed the trial at two moments: withdrawal phase and active pill phase. Lastly, postmenopausal women were only tested once, since their hormonal status does not fluctuate. The three-step method was used to verify the menstrual cycle phase: calendar counting, blood test confirmation, and urine-based ovulation kits. Blood samples were obtained to measure sex hormones, iron metabolism parameters, and muscle damage related markers. Discussion: IronFEMME Study has been designed to increase the knowledge regarding the influence of sex hormones on some aspects of the exercise-related female physiology. Iron metabolism and exercise-induced muscle damage will be studied considering the different reproductive status present throughout well-trained females’ lifespan. (Summary); Peinado A.B., Universidad Politécnica de Madrid; Alfaro-Magallanes V.M., Universidad Politécnica de Madrid; Romero-Parra N., Universidad Politécnica de Madrid; Barba-Moreno L., Universidad Politécnica de Madrid; Rael B., Universidad Politécnica de Madrid; Maestre-Cascales C., Universidad Politécnica de Madrid; Rojo-Tirado M.A., Universidad Politécnica de Madrid; Castro E.A., Universidad Catolica de la Santisima Concepcion , Universidad Politécnica de Madrid; Benito P.J., Universidad Politécnica de Madrid; Ortega-Santos C.P., Arizona State University Downtown Phoenix Campus; Santiago E., Clínica Tambre; Butragueño J., Universidad Politécnica de Madrid; García-De-Alcaraz A., Universidad Politécnica de Madrid , Universidad de Almeria; Rojo J.J., Universidad Politécnica de Madrid; Calderón F.J., Universidad Politécnica de Madrid; García-Bataller A., Universidad Politécnica de Madrid; Cupeiro R., Universidad Politécnica de Madrid (Authors with Filk)",Creatine kinase; Endurance training; Follicular phase; Hepcidin; Hormones; Iron metabolism disorders; Luteal phase; Resistance training; Women,"Health, Toxicology and Mutagenesis","Licensee MDPI, Basel, Switzerland. Background: The increase in exercise levels in the last few years among professional and recreational female athletes has led to an increased scientific interest about sports health and performance in the female athlete population. The purpose of the IronFEMME Study described in this protocol article is to determine the influence of different hormonal profiles on iron metabolism in response to endurance exercise, and the main markers of muscle damage in response to resistance exercise; both in eumenorrheic, oral contraceptive (OC) users and postmenopausal well-trained women. Methods: This project is an observational controlled randomized counterbalanced study. One hundered and four (104) active and healthy women were selected to participate in the IronFEMME Study, 57 of which were eumenorrheic, 31 OC users and 16 postmenopausal. The project consisted of two sections carried out at the same time: iron metabolism (study I) and muscle damage (study II). For the study I, the exercise protocol consisted of an interval running test (eight bouts of 3 min at 85% of the maximal aerobic speed), whereas the study II protocol was an eccentric-based resistance exercise protocol (10 sets of 10 repetitions of plate-loaded barbell parallel back squats at 60% of their one repetition maximum (1RM) with 2 min of recovery between sets). In both studies, eumenorrheic participants were evaluated at three specific moments of the menstrual cycle: early-follicular phase, late-follicular phase and mid-luteal phase; OC users performed the trial at two moments: withdrawal phase and active pill phase. Lastly, postmenopausal women were only tested once, since their hormonal status does not fluctuate. The three-step method was used to verify the menstrual cycle phase: calendar counting, blood test confirmation, and urine-based ovulation kits. Blood samples were obtained to measure sex hormones, iron metabolism parameters, and muscle damage related markers. Discussion: IronFEMME Study has been designed to increase the knowledge regarding the influence of sex hormones on some aspects of the exercise-related female physiology. Iron metabolism and exercise-induced muscle damage will be studied considering the different reproductive status present throughout well-trained females’ lifespan.",3,1,methodological approach of the iron and muscular damage female metabolism and menstrual cycle during exercise project ironfemme study
1360,1377,1377,Embeddedness and Actors' Behaviors in Large-Scale Project Life Cycle: Lessons Learned from a High-Speed Rail Project in Spain,2020-11-01,"Despite wide-ranging research on large-scale infrastructure project performance, little is known about the role that project public institutional context and project owner's response capability plays in the governing process. Building on a theoretically driven approach and a case study, we first established a set of propositions and then substantiated this set through empirical illustrations. This study investigated the multiactor Madrid-Barcelona high-speed rail line (HSL) project (1990-2017) with the use of social network analysis supplemented by qualitative evidence. The findings show that actors' behavior is affected by the project public institutional context, coupled with contractual commitments. A closer examination of the data found two factors that drive the escalation dynamics: (1) the timing mismatches-a ubiquitous feature of public sector project owner's organization-leading to the incapacity to influence governance during the project front-end and (2) owner's passive behavior during implementation. From the management perspective, an active owner with high project response capability is necessary for effectively interacting with contractors, and for selecting and managing both contractual and trust-based governance mechanisms effectively. Based on the findings, the authors offer theoretical and managerial implications for promoting the effectiveness of owner-contractor collaboration in large-scale infrastructure projects. (c) 2020 American Society of Civil Engineers. (Summary); KTH Royal Inst Technol, Dept Ind Econ & Management, Lindstedtsvagen 30, S-10044 Stockholm, Sweden. ermal.hetemi@indek.kth.se; hans.g.gemuenden@tu-berlin.de; j.ordieres@upm.es (Author of contact); This paper is produced as part of the EMJD Programme European Doctorate in Industrial Management (EDIM) funded by the European Commission, Erasmus Mundus Action 1. The authors express their gratitude to ADIF Management in Spain, to the interviewees, for their support and openness in discussing all the issues during the research. Here interviewees are anonymous to help protect the confidentiality agreement but reveal interviewees' project affiliation. (Recognitions linked to item)",Case study; Chain monte-carlo; China; Contractors; Contracts; Digital storage; Governance; Governance inseparability; Governance mechanisms; High-speed rail lines; High-speed rail projects; Infrastructure projects; Institutional contexts; Institutional environment; Interplay; Large scale infrastructures; Large-scale projects; Life cycle; Management; Managerial implications; Mechanisms; Megaprojects; Model; Network analysis; Public-sector projects; Railroad transportation; Relational behavior,Engineering (Miscellaneous),"Despite wide-ranging research on large-scale infrastructure project performance, little is known about the role that project public institutional context and project owner's response capability plays in the governing process. Building on a theoretically driven approach and a case study, we first established a set of propositions and then substantiated this set through empirical illustrations. This study investigated the multiactor Madrid-Barcelona high-speed rail line (HSL) project (1990-2017) with the use of social network analysis supplemented by qualitative evidence. The findings show that actors' behavior is affected by the project public institutional context, coupled with contractual commitments. A closer examination of the data found two factors that drive the escalation dynamics: (1) the timing mismatches-a ubiquitous feature of public sector project owner's organization-leading to the incapacity to influence governance during the project front-end and (2) owner's passive behavior during implementation. From the management perspective, an active owner with high project response capability is necessary for effectively interacting with contractors, and for selecting and managing both contractual and trust-based governance mechanisms effectively. Based on the findings, the authors offer theoretical and managerial implications for promoting the effectiveness of owner-contractor collaboration in large-scale infrastructure projects. (c) 2020 American Society of Civil Engineers.",9,2,embeddedness and actors behaviors in largescale project life cycle lessons learned from a highspeed rail project in spain
1361,1378,1378,Design of Industrial Standards for the Calibration of Optical Microscopes,2021-01-01,"One of the most important fields of study in material science is surface characterization. This topic is currently a field of growing interest as many functional properties depend on the surface texture. In this paper the authors, after a short a review of different methods for surface topography characterization and the determination of the traceability problems that arise in this type of measurements, propose four different designs of material standards that can be used to calibrate the most common optical measuring instruments used for these tasks, such as measuring microscopes, metallurgical microscopes, confocal microscopes, focus variation microscopes, etc. The authors consider that the use of this type of standards (or others similar to them) could provide a step forward in assuring metrological traceability for different metrological characteristics that enables a more precise measurement of surface features with optical measuring instruments. In addition, authors expect that this work could lay the groundwork for the development of custom standards with specialized features tuned to gain a better metrological control when measuring specific geometrical surface properties. (Summary); Tech Univ Madrid, Lab Metrol & Metrotech LMM, Sch Ind Engn, Jose Gutierrez Abascal 2, Madrid 28006, Spain. a.minguezm@upm.es; cecilia.gperez@alumnos.upm.es; David.canteli@upm.es; lcarcedo@cem.es; jvo@etsii.upm.es (Author of contact)",Calibration; Metrology; Microscopy; Standard; Surface texture; Traceability,Condensed Matter Physics,"One of the most important fields of study in material science is surface characterization. This topic is currently a field of growing interest as many functional properties depend on the surface texture. In this paper the authors, after a short a review of different methods for surface topography characterization and the determination of the traceability problems that arise in this type of measurements, propose four different designs of material standards that can be used to calibrate the most common optical measuring instruments used for these tasks, such as measuring microscopes, metallurgical microscopes, confocal microscopes, focus variation microscopes, etc. The authors consider that the use of this type of standards (or others similar to them) could provide a step forward in assuring metrological traceability for different metrological characteristics that enables a more precise measurement of surface features with optical measuring instruments. In addition, authors expect that this work could lay the groundwork for the development of custom standards with specialized features tuned to gain a better metrological control when measuring specific geometrical surface properties.",9,2,design of industrial standards for the calibration of optical microscopes
1362,1379,1379,UV-A activation of peroxymonosulfate for the removal of micropollutants from secondary treated wastewater,2021-05-20,"© 2021 Elsevier B.V. The occurrence of micropollutants (MPs) in the aquatic environment poses a threat to the environment and to the human health. The application of sulfate radical-based advanced oxidation processes (SR-AOPs) to eliminate these contaminants has attracted attention in recent years. In this work, the simultaneous degradation of 20 multi-class MPs (classified into 5 main categories, namely antibiotics, beta-blockers, other pharmaceuticals, pesticides, and herbicides) was evaluated for the first time in secondary treated wastewater, by activating peroxymonosulfate (PMS) with UV-A radiation, without any pH adjustment or iron addition. The optimal PMS concentration to remove the spiked target MPs (100 μg L−1) from wastewater was 0.1 mM, leading to an average degradation of 80% after 60 min, with most of the elimination occurring during the first 5 min. Synergies between radiation and the oxidant were demonstrated and quantified, with an average extent of synergy of 69.1%. The optimized treatment was then tested using non-spiked wastewater, in which 12 out of the 20 target contaminants were detected. Among these, 7 were degraded at some extent, varying from 10.7% (acetamiprid) to 94.4% (ofloxacin), the lower removals being attributed to the quite inferior ratio of MPs to natural organic matter. Phytotoxicity tests carried out with the wastewater before and after photo-activated PMS oxidation revealed a decrease in the toxicity and that the plants were able to grow in the presence of the treated water. Therefore, despite the low degradation rates obtained for some MPs, the treatment effectively reduces the toxicity of the matrix, making the water safer for reuse. (Summary); Guerra-Rodríguez S., Escuela Tecnica Superior de Ingenieros Industriales; Ribeiro A.R.L., Universidade do Porto; Ribeiro R.S., Universidade do Porto; Rodríguez E., Escuela Tecnica Superior de Ingenieros Industriales; Silva A.M.T., Universidade do Porto; Rodríguez-Chueca J., Escuela Tecnica Superior de Ingenieros Industriales (Authors with Filk)",Advanced oxidation process; Micropollutants; Peroxymonosulfate; Phytotoxicity; Uv-a led radiation,Environmental Engineering,"V. The occurrence of micropollutants (MPs) in the aquatic environment poses a threat to the environment and to the human health. The application of sulfate radical-based advanced oxidation processes (SR-AOPs) to eliminate these contaminants has attracted attention in recent years. In this work, the simultaneous degradation of 20 multi-class MPs (classified into 5 main categories, namely antibiotics, beta-blockers, other pharmaceuticals, pesticides, and herbicides) was evaluated for the first time in secondary treated wastewater, by activating peroxymonosulfate (PMS) with UV-A radiation, without any pH adjustment or iron addition. The optimal PMS concentration to remove the spiked target MPs (100 μg L−1) from wastewater was 0.1 mM, leading to an average degradation of 80% after 60 min, with most of the elimination occurring during the first 5 min. Synergies between radiation and the oxidant were demonstrated and quantified, with an average extent of synergy of 69.1%. The optimized treatment was then tested using non-spiked wastewater, in which 12 out of the 20 target contaminants were detected. Among these, 7 were degraded at some extent, varying from 10.7% (acetamiprid) to 94.4% (ofloxacin), the lower removals being attributed to the quite inferior ratio of MPs to natural organic matter. Phytotoxicity tests carried out with the wastewater before and after photo-activated PMS oxidation revealed a decrease in the toxicity and that the plants were able to grow in the presence of the treated water. Therefore, despite the low degradation rates obtained for some MPs, the treatment effectively reduces the toxicity of the matrix, making the water safer for reuse.",6,1,uva activation of peroxymonosulfate for the removal of micropollutants from secondary treated wastewater
1364,1381,1381,Benefit Analysis of the 1st Spaish Air Pollution Control Programme on Health Impacts and Associated Externalities,2021-01-01,"This paper aims to provide scientific support for decision-making in the field of improving air quality by evaluating pollution reduction measures included in the current Spanish policy framework of the 1st National Air Pollution Control Programme (NAPCP). First, the health impacts of air quality are estimated by using the concentrations estimated by multiscale air quality modeling and the recommended concentration-response functions (CRF), specifically as a result of exposure to particulate matter (PM), nitrogen dioxide (NO2), and ozone (O-3). Second, the associated external costs are calculated by monetization techniques. Two scenarios are analyzed: a package including existing measures (WM2030) and a package with additional measures (WAM2030). Compared with the baseline scenario, an improvement was found in the health effects of NO2, PM10, and PM2.5, while for O-3 there was a slight worsening, mainly due to the increase in the O-3 metric used (SOMO35), which increases over some urban areas. Despite this, the monetary valuation of the total effects on health as a whole shows external benefits due to the adoption of measures (WM2030), compared with the reference scenario (no measures) of more than euro 17.5 billion and, when considering the additional measures (WAM2030), benefits of about euro 58.1 billion. (Summary);       CIEMAT, Energy Dept, Energy Syst Anal Unit, Av Complutense 40, Madrid 28040, Spain. anarosa.gamarra@ciemat.es; yolanda.lechon@ciemat.es; m.garcia@ciemat.es; juanluis.garrido@ciemat.es; fernando.martin@ciemat.es; eugenio.sanchez@ciemat.es; mark.theobald@ciemat.es; VictoriaE.Gil@externos.ciemat.es; jl.santiago@ciemat.es (Author of contact); This research was funded by the National Agency for Scientific Research of the Spanish Ministry of Science and Innovation, though the Retos-AIRE project (Air pollution mitigation actions for environmental policy support. Air quality multiscale modeling and evaluation of health and vegetation impacts), with grant number RTI2018-099138-B-100. (Recognitions linked to item)",Air pollution; External costs; Health impact assessment; Impact pathway,Environmental Science (Miscellaneous),"This paper aims to provide scientific support for decision-making in the field of improving air quality by evaluating pollution reduction measures included in the current Spanish policy framework of the 1st National Air Pollution Control Programme (NAPCP). First, the health impacts of air quality are estimated by using the concentrations estimated by multiscale air quality modeling and the recommended concentration-response functions (CRF), specifically as a result of exposure to particulate matter (PM), nitrogen dioxide (NO2), and ozone (O-3). Second, the associated external costs are calculated by monetization techniques. Two scenarios are analyzed: a package including existing measures (WM2030) and a package with additional measures (WAM2030). Compared with the baseline scenario, an improvement was found in the health effects of NO2, PM10, and PM2.5, while for O-3 there was a slight worsening, mainly due to the increase in the O-3 metric used (SOMO35), which increases over some urban areas. Despite this, the monetary valuation of the total effects on health as a whole shows external benefits due to the adoption of measures (WM2030), compared with the reference scenario (no measures) of more than euro 17.5 billion and, when considering the additional measures (WAM2030), benefits of about euro 58.1 billion.",3,1,benefit analysis of the 1st spaish air pollution control programme on health impacts and associated externalities
1365,1382,1382,Techno-Economic Optimization of CSP Plants with Free-Falling Particle Receivers,2021-01-01,"Particle receivers are one of the candidates for the next generation of CSP plants, whose goal is to reduce the levelized cost of electricity (LCOE) to 0.05 $/kWh. This paper presents a techno-economic analysis to study if a CSP system with free-falling particle receiver can achieve this goal. The plant analyzed integrates two ground-based bins to store the excess energy and a supercritical CO2 cycle to generate electricity. The model used for the analysis presents several upgrades to previous particle systems models in order to increase its fidelity, accuracy, and representativeness of an actual system. The main upgrades are the addition of off-design conditions during the annual simulations in all the components and an improved receiver model validated against CFD simulations. The size of the main components is optimized to obtain the system configuration with minimum LCOE. The results show that particle CSP systems can reduce the LCOE to 0.056 $/kWh if the configuration is composed of 1.61 x 10(6) m(2) of heliostats, a 250 m high tower with a 537 m(2) falling particle curtain, and 16 h thermal energy storage. (Summary); Univ Politecn Madrid, Dept Ingn Energet, ETSII, Jose Gutierrez Abascal 2, Madrid 28006, Spain. Lf.gonzalez@upm.es; kalbrec@sandia.gov; ckho@sandia.gov (Author of contact); This article has been partially supported by the project ACES 2030 CM: Energia solar de concentracion (S2018/EMT-4319) granted by Comunidad de Madrid through European Structural Funds, and Universidad Politecnica de Madrid pays for the article processing charge. This work is funded in part or whole by the U.S. Department of Energy Solar Energy Technologies Office under Award Number 34211. This report was prepared as an account of work sponsored by an agency of the United States Government. Neither the United States Government nor any agency thereof, nor any of their employees, makes any warranty, express or implied, or assumes any legal liability or responsibility for the accuracy, completeness, or usefulness of any information, apparatus, product, or process disclosed, or represents that its use would not infringe privately owned rights. Reference herein to any specific commercial product, process, or service by trade name, trademark, manufacturer, or otherwise does not necessarily constitute or imply its endorsement, recommendation, or favoring by the United States Government or any agency thereof. The views and opinions of authors expressed herein do not necessarily state or reflect those of the United States Government or any agency thereof. Sandia National Laboratories is a multimission laboratory managed and operated by National Technology and Engineering Solutions of Sandia, LLC., a wholly owned subsidiary of Honeywell International, Inc., for the U.S. Department of Energy's National Nuclear Security Administration under contract DE-NA0003525. (Recognitions linked to item)",Csp; Optimization; Particle; Receiver; Techno-economic,Physics and Astronomy (Miscellaneous),"Particle receivers are one of the candidates for the next generation of CSP plants, whose goal is to reduce the levelized cost of electricity (LCOE) to 0.05 $/kWh. This paper presents a techno-economic analysis to study if a CSP system with free-falling particle receiver can achieve this goal. The plant analyzed integrates two ground-based bins to store the excess energy and a supercritical CO2 cycle to generate electricity. The model used for the analysis presents several upgrades to previous particle systems models in order to increase its fidelity, accuracy, and representativeness of an actual system. The main upgrades are the addition of off-design conditions during the annual simulations in all the components and an improved receiver model validated against CFD simulations. The size of the main components is optimized to obtain the system configuration with minimum LCOE. The results show that particle CSP systems can reduce the LCOE to 0.056 $/kWh if the configuration is composed of 1.61 x 10(6) m(2) of heliostats, a 250 m high tower with a 537 m(2) falling particle curtain, and 16 h thermal energy storage.",9,2,technoeconomic optimization of csp plants with freefalling particle receivers
1366,1383,1383,Optimization of an Industrial Sector Regulated by an International Treaty. The Case for Transportation of Perishable Foodstuff,2021-01-01,"Transportation of perishable foodstuff is an engineering and commercial activity ruled by an international Agreement (the ATP) that needs an updated regulation. Before addressing such updating, some analyses are required about the physics of the problem, in order to identify the optimum use of the available technologies and the advantages represented by new methodologies that could be enabled soon. It is worth pointing out that manufacturers of ATP equipment follow quite closely the prescriptions given by this Agreement. So, optimizing those prescriptions will generate a general optimization trend in this sector. In this paper, a coherent analysis on these subjects is presented, and a new coefficient is proposed for qualifying ATP units, and some new tests are also proposed for measuring that coefficient in an efficient and inexpensive way. These goals are justified in this paper as a contribution from basic physics to a particular domain of Thermal Engineering. The paper is intended to be a bridge from Science to Technology, which is a must to get optimum results in exploiting technical knowledge. (Summary);       Fdn Fomento Innovac Ind, Tunel Frio, Madrid 28006, Spain. juan.mpiera@ffii.es; alberto.ramos@upm.es (Author of contact)",Atp; Controlled temperature; Isothermal tests; Optimization; Transportation,Physics and Astronomy (Miscellaneous),"Transportation of perishable foodstuff is an engineering and commercial activity ruled by an international Agreement (the ATP) that needs an updated regulation. Before addressing such updating, some analyses are required about the physics of the problem, in order to identify the optimum use of the available technologies and the advantages represented by new methodologies that could be enabled soon. It is worth pointing out that manufacturers of ATP equipment follow quite closely the prescriptions given by this Agreement. So, optimizing those prescriptions will generate a general optimization trend in this sector. In this paper, a coherent analysis on these subjects is presented, and a new coefficient is proposed for qualifying ATP units, and some new tests are also proposed for measuring that coefficient in an efficient and inexpensive way. These goals are justified in this paper as a contribution from basic physics to a particular domain of Thermal Engineering. The paper is intended to be a bridge from Science to Technology, which is a must to get optimum results in exploiting technical knowledge.",12,2,optimization of an industrial sector regulated by an international treaty the case for transportation of perishable foodstuff
1367,1384,1384,Linear multi-vector model-based predictive control for grid side converters of renewable power plants under severe grid disturbances,2021-04-01,"Grid side converters of renewable power plants have to be capable of dealing with severe grid disturbances, such as, grid faults and voltage sags. Model-based predictive control provides outstanding performance to grid side converters: fast dynamic response, good tracking error and high-quality currents. However, choosing the best set of vectors for the modulation requires assessing all the possible combinations of vectors using a cost function, which is very time consuming. Thus, the modulation is normally carried out with only 1 or 2 vectors per PWM period to save computing time, but this turns the modulation non-linear. This lack of linearity makes it impossible to use symmetrical components in unbalanced grids. A linear multi-vector model-based predictive control that controls the power of both sequences using a sole cost function and analyses the effect of the transient response of several sequence decomposition systems on the model-based predictive control predictions and dynamic response is proposed. Moreover, the proposed multi-vector provides low THD currents while keeping the computing time low. In addition, the paper addresses the extrapolation of the proposed multi-vector model-based predictive control to N-level converters. The good performance obtained is supported by the results obtained in simulations and the laboratory. (Summary); Univ Politecn Madrid, Ctr Elect Ind, Jose Gutierrez Abascal 2, Madrid, Spain. dionisio.ramirez@upm.es (Author of contact); Spanish State Program of Research, Development, and Innovation Oriented to the Challenges of Society, Grant/Award Number DPI 2017-88505-C2-1-R (Recognitions linked to item)",Cost benefit analysis; Cost functions; Decomposition system; Dynamic response; Electric power system control; Electric power transmission networks; Fast dynamic response; Grid disturbance; Grid-side converter; Level converter; Model based predictive control; Model predictive control; Modulation; Operation; Power converters; Power plants; Renewable power; Symmetrical components; Transient analysis; Vectors,"Renewable Energy, Sustainability and the Environment","Grid side converters of renewable power plants have to be capable of dealing with severe grid disturbances, such as, grid faults and voltage sags. Model-based predictive control provides outstanding performance to grid side converters: fast dynamic response, good tracking error and high-quality currents. However, choosing the best set of vectors for the modulation requires assessing all the possible combinations of vectors using a cost function, which is very time consuming. Thus, the modulation is normally carried out with only 1 or 2 vectors per PWM period to save computing time, but this turns the modulation non-linear. This lack of linearity makes it impossible to use symmetrical components in unbalanced grids. A linear multi-vector model-based predictive control that controls the power of both sequences using a sole cost function and analyses the effect of the transient response of several sequence decomposition systems on the model-based predictive control predictions and dynamic response is proposed. Moreover, the proposed multi-vector provides low THD currents while keeping the computing time low. In addition, the paper addresses the extrapolation of the proposed multi-vector model-based predictive control to N-level converters. The good performance obtained is supported by the results obtained in simulations and the laboratory.",7,2,linear multivector modelbased predictive control for grid side converters of renewable power plants under severe grid disturbances
1368,1385,1385,Tracking Multilevel Power Supplies for Class-D Audio Amplifiers,2021-02-01,"© 2013 IEEE. Switch-mode technology is the common choice for high-efficiency audio power amplifiers. The dynamic nature of real audio limits the achievable continuous output power thus reducing efficiency. Based on methods used for radio frequency (RF) amplifiers, this article proposes a tracking multilevel power supply (TMLPS) in order to improve system efficiency. A simple prototype is designed and tested up to 200 W. Measured results show that employing a TMLPS can improve efficiency with a factor of 6 when playing music. In addition, the temperature rise of the amplifier is vastly reduced, especially for the switching power MOSFETs where it is halved from 100 °C to 50 °C. To further improve efficiency, an optimization method is proposed. The optimization considers the amplitude distribution of music signals and consumer behaviors. Simulations show that efficiency can be further improved by a factor of 1.23 with an optimized TMLPS compared to a simple uniform TMLPS solution. (Summary); Dahl N.J., Danmarks Tekniske Universitet; Iversen N.E., ICEpower A/S; Lazarevic V.Z., Centro de Electrónica Industrial (CEI), Universidad Politécnica de Madrid; Andersen M.A.E., Danmarks Tekniske Universitet; Vasic M., Centro de Electrónica Industrial (CEI), Universidad Politécnica de Madrid (Authors with Filk)",Audio systems; Class-d; Mosfet; Multilevel systems; Multiple signal classification; Optimization; Power supplies; Switches; Switching frequency; Switching loss; Topology; Tracking power supply,Energy Engineering and Power Technology,"Switch-mode technology is the common choice for high-efficiency audio power amplifiers. The dynamic nature of real audio limits the achievable continuous output power thus reducing efficiency. Based on methods used for radio frequency (RF) amplifiers, this article proposes a tracking multilevel power supply (TMLPS) in order to improve system efficiency. A simple prototype is designed and tested up to 200 W. Measured results show that employing a TMLPS can improve efficiency with a factor of 6 when playing music. In addition, the temperature rise of the amplifier is vastly reduced, especially for the switching power MOSFETs where it is halved from 100 °C to 50 °C. To further improve efficiency, an optimization method is proposed. The optimization considers the amplitude distribution of music signals and consumer behaviors. Simulations show that efficiency can be further improved by a factor of 1.23 with an optimized TMLPS compared to a simple uniform TMLPS solution.",9,2,tracking multilevel power supplies for classd audio amplifiers
1369,1386,1386,Driver liability assessment in vehicle collisions in Spain,2021-02-01,"© 2021 by the authors. Licensee MDPI, Basel, Switzerland. An accurate estimation of exposure is essential for road collision rate estimation, which is key when evaluating the impact of road safety measures. The quasi-induced exposure method was developed to estimate relative exposure for different driver groups based on its main hypothesis: the not-at-fault drivers involved in two-vehicle collisions are taken as a random sample of driver populations. Liability assignment is thus crucial in this method to identify not-at-fault drivers, but often no liability labels are given in collision records, so unsupervised analysis tools are required. To date, most researchers consider only driver and speed offences in liability assignment, but an open question is if more information could be added. To this end, in this paper, the visual clustering technique of self-organizing maps (SOM) has been applied to better understand the multivariate structure in the data, to find out the most important variables for driver liability, analyzing their influence, and to identify relevant liability patterns. The results show that alcohol/drug use could be influential on liability and further analysis is required for disability and sudden illness. More information has been used, given that a larger proportion of the data was considered. SOM thus appears as a promising tool for liability assessment. (Summary); Sanjurjo-De-no A., Instituto Universitario de Investigación del Automóvil (INSIA), Universidad Politécnica de Madrid; Arenas-Ramírez B., Instituto Universitario de Investigación del Automóvil (INSIA), Universidad Politécnica de Madrid; Mira J., Escuela Tecnica Superior de Ingenieros Industriales; Aparicio-Izquierdo F., Instituto Universitario de Investigación del Automóvil (INSIA), Universidad Politécnica de Madrid (Authors with Filk)","Accidents, traffic; Automobile driving; Driver liability assignment; Pattern identification; Quasi-induced exposure; Road safety; Self-organizing maps (som); Spain; Vehicle collisions","Health, Toxicology and Mutagenesis","Licensee MDPI, Basel, Switzerland. An accurate estimation of exposure is essential for road collision rate estimation, which is key when evaluating the impact of road safety measures. The quasi-induced exposure method was developed to estimate relative exposure for different driver groups based on its main hypothesis: the not-at-fault drivers involved in two-vehicle collisions are taken as a random sample of driver populations. Liability assignment is thus crucial in this method to identify not-at-fault drivers, but often no liability labels are given in collision records, so unsupervised analysis tools are required. To date, most researchers consider only driver and speed offences in liability assignment, but an open question is if more information could be added. To this end, in this paper, the visual clustering technique of self-organizing maps (SOM) has been applied to better understand the multivariate structure in the data, to find out the most important variables for driver liability, analyzing their influence, and to identify relevant liability patterns. The results show that alcohol/drug use could be influential on liability and further analysis is required for disability and sudden illness. More information has been used, given that a larger proportion of the data was considered. SOM thus appears as a promising tool for liability assessment.",3,1,driver liability assessment in vehicle collisions in spain
1370,1387,1387,Application of homogenization approaches to the numerical analysis of seating made of multi-wall corrugated cardboard,2021-04-15,"© 2021 Elsevier Ltd Corrugated cardboard presents small geometries that make unfeasible the use of detailed three-dimensional numerical models, though homogenization approaches can be used to define equivalent homogenous plate models at a macro-mechanical scale. In this paper, we performed a finite element analysis of a well-known chair design, originally made of honeycomb cardboard, but replacing this material with single- and multiple-wall corrugated cardboard. We compared the deflections obtained under some load cases defined by he European Standards EN 1728 and EN 12520 for seating designs, with those obtained for another commercial chair design, originally made of heavy-duty triple-wall corrugated cardboard, finding comparable values. We also analysed optimized versions of both chairs, achieving lower deformations. In this way, we could find for each case the material settings with the better resistance-to-cost ratio, thus proving the utility of homogenization techniques on corrugated cardboard furniture design, as an aid to choose the most appropriate material settings. (Summary); Suarez B., Escuela Tecnica Superior de Ingenieros Industriales; Muneta M.L.M., Escuela Tecnica Superior de Ingenieros Industriales; Sanz-Bobi J.D., Escuela Tecnica Superior de Ingenieros Industriales; Romero G., Escuela Tecnica Superior de Ingenieros Industriales (Authors with Filk)",Cardboard furniture; Corrugated fiberboard; En 1728; Finite element analysis (fea); First-order shear deformation theory (fsdt); Fluting; Homogenization; Liner; Reissner-mindlin plate; Triple-wall cardboard,Civil and Structural Engineering,"In this paper, we performed a finite element analysis of a well-known chair design, originally made of honeycomb cardboard, but replacing this material with single- and multiple-wall corrugated cardboard. We compared the deflections obtained under some load cases defined by he European Standards EN 1728 and EN 12520 for seating designs, with those obtained for another commercial chair design, originally made of heavy-duty triple-wall corrugated cardboard, finding comparable values. We also analysed optimized versions of both chairs, achieving lower deformations. In this way, we could find for each case the material settings with the better resistance-to-cost ratio, thus proving the utility of homogenization techniques on corrugated cardboard furniture design, as an aid to choose the most appropriate material settings.",9,2,application of homogenization approaches to the numerical analysis of seating made of multiwall corrugated cardboard
