Title,my_label
Aerodynamics of axisymmetric counterflowing jets,9
NEURAL NETWORK AND TRAINING STRATEGY DESIGN FOR TRAIN DRIVERS' VIBRATION DOSE SIMULATION,4
Detection of Stationary Foreground Objects Using Multiple Nonparametric Background-Foreground Models on a Finite State Machine,9
Nuclear data sensitivity and uncertainty analysis of effective neutron multiplication factor in various MYRRHA core configurations,7
Information system for image classification based on frequency curve proximity,9
Continuous Monitoring of Essential Tremor Using a Portable System Based on Smartwatch,3
Optimising the design of textured surfaces for reducing lubricated friction coefficient,9
"Unexpected increase in the oxidation capacity of the urban atmosphere of Madrid, Spain",11
Reference element guidance of autonomous vehicles using 3D laser scanner,9
Investigation on the structural changes of ZnO:Er:Yb thin film during laser annealing to fabricate a transparent conducting upconverter,9
Perpendicular ultrasonic joining of steel to aluminium alloy plates,9
Experimental study of the interaction of two laser-driven radiative shocks at the PALS laser,9
Counter-propagating radiative shock experiments on the Orion laser and the formation of radiative precursors,9
Entropy Analysis for Damage Quantification of Hysteretic Dampers Used as Seismic Protection of Buildings,9
Heating in ultraintense laser-induced shock waves,9
The history effect on bubble growth and dissolution. Part 2. Experiments and simulations of a spherical bubble attached to a horizontal flat plate,9
"European Blackbirds Exposed to Aircraft Noise Advance Their Chorus, Modify Their Song and Spend More Time Singing",13
Temperature dependence of underdense nanostructure formation in tungsten under helium irradiation,9
Dual Loop line-focusing solar power plants with supercritical Brayton power cycles,7
Friction coefficient in mixed lubrication: A simplified analytical approach for highly loaded non-conformal contacts,9
Multi-Robot Interfaces and Operator Situational Awareness: Study of the Impact of Immersion and Prediction,9
Counterpropagating Radiative Shock Experiments on the Orion Laser,9
Testing parallaxes with local Cepheids and RR Lyrae stars,9
"Experimental characterization of nanoparticles emissions during Laser Shock Processing of AA6061, AISI304 and Ti6Al4V",9
Voltage Impact of a Wave Energy Converter on an Unbalanced Distribution Grid and Corrective Actions,9
Application of Support Vector Machines (SVM) for clinical diagnosis of Parkinson's Disease and Essential Tremor,3
A new response matrix for a (LiI)-Li-6 scintillator BSS system,9
Thermodynamic analysis of a dual power-hydrogen production system based on chemical-looping combustion,9
Hydrogen distribution and Passive Autocatalytic Recombiner (PAR) mitigation in a PWR-KWU containment type,8
Development and testing of a tuned mass damper for overhead contact rail systems,9
Approach to Hybrid Energy Storage Systems Dimensioning for Urban Electric Buses Regarding Efficiency and Battery Aging,9
Design and Performance Assessment of Innovative Eco-Efficient Support Structures for Additive Manufacturing by Photopolymerization,9
Analysis of the equipment and instrumentation qualification criteria using 3D containment models,9
Femtosecond laser reshaping yields gold nanorods with ultranarrow surface plasmon resonances,9
Performance of B-10 + ZnS(Ag) neutron detectors in RPM for the detection of special nuclear materials,7
Road map to clean energy using laser beam ignition of boron-hydrogen fusion,7
Study of hydrogen risk in a PWR-W containment during a SBO scenario; Tau parameter definition and application on venting strategy analysis,7
Sensor Fusion for Tour-Guide Robot Localization,9
A CORPUS-BASED STUDY OF ADVERBS OF FREQUENCY IN A GOAL-ORIENTED DISTANCE LEARNING FORUM,4
"Hyper-Redundant Robots: Classification, State-of-the-Art and Issues",9
Modeling of Reinforced Concrete Beams Exposed to Fire by Using a Spectral Approach,9
Hobbit: Providing Fall Detection and Prevention for the Elderly in the Real World,3
CERNTAURO: A Modular Architecture for Robotic Inspection and Telemanipulation in Harsh and Semi-Structured Environments,9
Parameter Identification of Composite Materials Based on Spectral Model by Using Model Updating Method,9
EXPERT SYSTEM USING MULTI-OBJECTIVE OPTIMIZATION OF THE DIRECT CURRENT RAILWAY POWER SUPPLY SYSTEM,9
Evaluation of Presence in Virtual Environments: Haptic Vest and User's Haptic Skills,3
Impact on Congestion and Fuel Consumption of a Cooperative Adaptive Cruise Control System with Lane-Level Position Estimation,9
Flexible Job Shop Scheduling With Operators in Aeronautical Manufacturing: A Case Study,8
Energetic analysis of a syngas-fueled chemical-looping combustion combined cycle with integration of carbon dioxide sequestration,7
Atmospheric plasma-polymerization of hydrophobic and wear-resistant coatings on glass substrates,9
Synthesis and Evaluation of Fast Onload Multitap Changers for Flicker Compensation in AC Arc Furnaces,9
Theoretical basis and experimental facility for parabolic trough collectors at high temperature using gas as heat transfer fluid,7
Tribology: A Historical Overview of the Relation Between Theory and Application,9
"Tracking and following pedestrian trajectories, an approach for autonomous surveillance of critical infrastructures",11
The Role of Computer-Assisted Self-Assessment in Courses with a Large Enrollment,4
WS2 inorganic nanotubes reinforced poly(L-lactic acid)/hydroxyapatite hybrid composite biomaterials,3
"Organizational learning, knowledge management practices and firm's performance An empirical study of a heavy engineering firm in India",4
Assessing Creativity in Engineering Students: A Comparative Between Degrees and Students in First and Last Year,4
Improving Engineering Students' Communication Competence: Designing Innovative Learning Strategies,4
Educational Initiatives to Develop Transversal Skills in the Nuclear Engineering Subjects at Universidad Politecnica de Madrid,4
The role of bond tangency and bond gap in hard sphere crystallization of chains,9
Nuclear Data Uncertainty Propagation in Depletion Calculations Using Cross Section Uncertainties in One-group or Multi-group,7
Reducing the CO2 emissions and the energy dependence of a large city area with zero-emission vehicles and nuclear energy,13
Influence of pulse sequence and edge material effect on fatigue life of Al2024-T351 specimens treated by laser shock processing,9
Analysis of the effect of different types of additives added to a low viscosity polyalphaolefin base on micropitting,9
Direct Laser Writing of Fractal Surfaces: Strategy to Design and Manufacture Textured Materials,9
Implementation of a virtual laboratory for training on sound insulation testing and uncertainty calculations in acoustic tests,4
The influence of high grain boundary density on helium retention in tungsten,9
Film thickness predictions for line contact using a new Reynolds-Carreau equation,9
External flooding event analysis in a PWR-W with MAAP5,7
CALCULATION OF THE STRUCTURE OF THE STAFF TO COVER A VARIABLE TEMPORARY WORK LOAD,8
Health monitoring of a new hysteretic damper subjected to earthquakes on a shaking table,9
Collisional radiative average atom code based on a relativistic Screened Hydrogenic Model,9
Performance study of solar power plants with CO2 as working fluid. A promising design window,7
Multicriteria optimization of the investment in the auxiliary services of thermal power plants: A case study,7
Modular robot systems towards the execution of cooperative tasks in large facilities,9
Vehicle to Vehicle GeoNetworking using Wireless Sensor Networks,9
ELECTRIC VEHICLE AUTONOMY ESTIMATION CONSIDERING DRIVING STYLE,9
Influence of the softening curve in the fracture patterns of concrete slabs subjected to blast,9
Fuzzy optimal control using generalized Takagi-Sugeno model for multivariable nonlinear systems,9
A label fusion method using conditional random fields with higher-order potentials: Application to hippocampal segmentation,3
Femtosecond laser irradiation induced-high electronic excitation in band gap materials: A quantum-kinetic model based on Boltzmann equation,9
A multiscale approach to defect evolution in tungsten under helium irradiation,9
Identifying key organizational elements in the performance of social enterprises. The case of telecentres in Latin America,8
The deferral option in the collective dismissal procedure,8
Numerical study of the influence of synthetic turbulent inflow conditions on the aerodynamics of a train,9
Fourier transform holography with high harmonic spectra for attosecond imaging applications,9
Feasibility study of in-process compensation of deformations in flexible milling,9
Influences of parental occupation on occupational choices and professional values,9
Double-stage soft x-ray laser pumped by multiple pulses applied in grazing incidence,9
"REAL OPTIONS IN THE ASSESSMENT OF COLLECTIVE DISMISSAL PROCEDURE, FOCUSED ON THE COLLECTIVE DISMISSAL PROCEDURES OF SPAIN",8
Improving Manufacturing Performance by Standardization of Interprocess Communication,9
New connection between reinforced concrete building frames and concentric braces: Shaking table tests,9
On-line stator ground-fault location method for synchronous generators based on 100% stator low-frequency injection protection,7
Damage assessed by wavelet scale bands and b-value in dynamical tests of a reinforced concrete slab monitored with acoustic emission,9
Eigenstrain simulation of residual stresses induced by laser shock processing in a Ti6Al4V hip replacement,9
Edge detection based on Krawtchouk polynomials,9
Demonstration of a Circularly Polarized Plasma-Based Soft-X-Ray Laser,9
Self-regulated propagation of intense infrared pulses in elongated soft-x-ray plasma amplifiers,9
Proposal and study of a balanced hybrid Rankine-Brayton cycle for low-to-moderate temperature solar power plants,7
A model to transform a commercial flatbed scanner into a two-coordinates measuring machine,9
Isothermal crystallization kinetics and melting behavior of poly (L-lactic acid)/WS2 inorganic nanotube nanocomposites,9
Inventory calculation and nuclear data uncertainty propagation on light water reactor fuel using ALEPH-2 and SCALE 6.2,7
Laser Shock Processing of thin Al2024-T351 plates for induction of through-thickness compressive residual stresses fields,9
Virtual Laboratories and Teaching of Automatic Control in Basic Technology Education of Students of High School,4
A high throughput data acquisition and processing model for applications based on GPUs,9
New incremental Takagi-Sugeno state model for optimal control of multivariable nonlinear time delay systems,7
Random-type scanning patterns in laser shock peening without absorbing coating in 2024-T351 Al alloy: A solution to reduce residual stress anisotropy,9
Boron dilution transient simulation analyses in a PWR with neutronics/thermal-hydraulics coupled codes in the NURISP project,7
Effect of advancing direction on fatigue life of 316L stainless steel specimens treated by double-sided laser shock peening,9
Intensity measures for the seismic response prediction of mid-rise buildings with hysteretic dampers,9
Simulation of an integrated gasification combined cycle with chemical-looping combustion and carbon dioxide sequestration,7
Development of a Godunov method for Maxwell's equations with Adaptive Mesh Refinement,9
BWR Mark III containment analyses using a GOTHIC 8.0 3D model,9
AP1000 (R) Large-Break LOCA BEPU analysis with TRACE code,7
Integration between direct steam generation in linear solar collectors and supercritical carbon dioxide Brayton power cycles,7
Stochastic particle level set simulations of buoyancy-driven droplets in non-Newtonian fluids,9
Structure of a laser-driven radiative shock,9
Simulation of radiative shock waves in Xe of last PALS experiments,9
Collisional-radiative simulations of a supersonic and radiatively cooled aluminum plasma jet,9
Table-top femtosecond soft X-ray laser by collisional ionization gating,9
Defining a new Project-Based Learning model: Challenges in a New Economic and Social Context,4
Engineering Education for All: Strategies and Challenges,4
Requirements for building an ontology for autonomous robots,9
Towards Effective and Efficient Biofabrication Technologies,3
Towards Reliable Organs-on-Chips and Humans-on-Chips,3
Project-Based Learning in the Field of Biomedical Microdevices: The CDIO Approach,4
Cell-Based Sensors and Cell-Based Actuators,9
Tissue Engineering Scaffolds for Bone Repair: Application to Dental Repair,3
Tissue Engineering Scaffolds for Bone Repair: General Aspects,3
Rapid Prototyping of Biomedical Microsystems for Interacting at a Cellular Level,9
Nanomanufacturing Technologies for Biomedical Microsystems Interacting at a Molecular Scale,9
Addressing the Complexity of Biomaterials by Means of Biomimetic Computer Aided Design,9
Issues Linked to the Mass-Production of Biomedical Microsystems,3
State-of-the-Art Bioengineering Resources for Interacting with Cells,3
Biomedical Microsystems for Disease Management,3
Multi-scale and Multi-physical/Biochemical Modeling in Bio-MEMS,9
Systematic Methodologies for the Development of Biomedical Microdevices,3
Learning Project Management Skills in Engineering through a Transversal Coordination Model,4
"An RBF-reconstructed, polymer stress tensor for stochastic, particle-based simulations of non-Newtonian, multiphase flows",9
Urban bus fleet-to-route assignment for pollutant emissions minimization,11
Development of a PWR-W GOTHIC 3D model for containment accident analysis,9
Entrepreneurial intention of engineering students and associated influence of contextual factors,4
Design of switching hyperplanes for multi-inputs multi-outputs discrete-time linear systems,9
Analysis of a gas stratification break-up by a vertical jet using the GOTHIC code,9
Concrete-Galvanized Steel Pull-Out Bond Assessed by Acoustic Emission,9
Chattering-free fuzzy variable structure control for multivariable nonlinear systems,9
S-Ethane Brayton Power Conversion Systems for Concentrated Solar Power Plant,7
First principles study of the behavior of hydrogen atoms in a W monovacancy,9
Evaluation of the offsite dose contribution to the global risk in a Steam Generator Tube Rupture scenario,7
Reengineering the Avionics of an Unmanned Aerial Vehicle,9
Analysis of concrete targets with different kinds of reinforcements subjected to blast loading,9
Novel Rotor Ground-Fault Detection Algorithm for Synchronous Machines With Static Excitation Based on Third-Harmonic Voltage-Phasor Comparison,9
Performance and value creation at United Kingdom's airports using fsQCA,9
Sensitive metal layer-assisted guided-mode resonance SU8 nanopillar array for label-free optical biosensing,3
Design of Energy Control Method for Three-Phase Buck-Type Rectifier With Very Demanding Load Steps to Achieve Smooth Input Currents,9
SrMnO3 Thermochromic Behavior Governed by Size-Dependent Structural Distortions,9
Methodological development for selection of significant predictors explaining fatal road accidents,3
Ziphius cavirostris bio inspired acoustic antenna. Finite element analysis and experimental validation,9
Computing the modal mass from the state space model in combined experimental-operational modal analysis,9
A scalable H.264/AVC deblocking filter architecture,9
Method and software application to assist in the conceptual design of aircraft final assembly lines,9
25 years of reengineering process: a retrospective vision,9
Toward a measurement of alpha-decay lifetime change at high pressure: The case of Am-241,9
Uncertainty analysis of power system state estimates and reference bus selection,9
Isolated Swiss-Forward Three-Phase Rectifier With Resonant Reset,9
Analysis of the recent evolution of commercial air traffic CO2 emissions and fleet utilization in the six largest national markets of the European Union,13
"SLEIPNNIR: A multiscale, particle level set method for Newtonian and non-Newtonian interface flows",9
Proposed methodology for Passive Autocatalytic Recombiner sizing and location for a BWR Mark-III reactor containment building,7
A systematic and integral hazards analysis technique applied to the process industry,9
Assessment of microscale spatio-temporal variation of air pollution at an urban hotspot in Madrid (Spain) through an extensive field campaign,11
A fast approach for hippocampal segmentation from T1-MRI for predicting progression in Alzheimer's disease from elderly controls,3
"Characterisation of tar from sewage sludge gasification. Influence of gasifying conditions: Temperature, throughput, steam and use of primary catalysts",6
A comparative study of pure ionic liquids and their mixtures as potential mass agents in the separation of hydrocarbons,9
Prediction of daily maximum ozone threshold exceedances by preprocessing and ensemble artificial intelligence techniques: Case study of Hong Kong,13
An Empirical Study on the Antecedents of Knowledge Intensive Entrepreneurship,8
Microscale traffic simulation and emission estimation in a heavily trafficked roundabout in Madrid (Spain),11
"Soundscape quality analysis by fuzzy logic: A field study in Cordoba, Argentina",11
Lasing dynamics of neutral nitrogen molecules in femtosecond filaments,9
A comprehensive approach for the evaluation and comparison of emission inventories in Madrid,11
Student evaluation of a virtual experience for project management learning: An empirical study for learning improvement,4
Detection of stationary foreground objects: A survey,11
Assessment of a high resolution annual WRF-BEP/CMAQ simulation for the urban area of Madrid (Spain),11
A new hybrid method for demoldability analysis of discrete geometries,9
Detection and location of a ground-fault in the excitation circuit of a 106 MVA synchronous generator by a new on-line method,9
An agent-based support system for railway station dispatching,9
Experimental demonstration of a collinear triple pulse grazing-incidence pumping scheme for a transient collisional pumped x-ray laser,9
3D virtual world remote laboratory to assist in designing advanced user defined DAQ systems based on FlexRIO and EPICS,9
High performance image acquisition and processing architecture for fast plant system controllers based on FPGA and GPU,9
Towards reliable optical label-free point-of-care (PoC) biosensing devices,3
Verification of SAMGs in SBO sequences with Seal LOCA. Multiple damage domains,7
Modelling the thermomechanical behaviour of the tungsten first wall in HiPER laser fusion scenarios,7
A Multirobot System for Distributed Area Coverage and Signal Searching in Large Outdoor Scenarios,9
Towards Global Engineers: Challenges and Strategies for Promoting International Mobility in Engineering Education,4
Experimental study of the effect of microspheres and milled glass in the adhesive on the mechanical adhesion of single lap joints,9
TML: a language to specify aerial robotic missions for the framework Aerostack,9
Using Process Mining to Model Multi-UAV Missions through the Experience,9
Application of vehicle to another entity (V2X) communications for motorcycle crash avoidance,3
Neural based contingent valuation of road traffic noise,11
Assessment of mechanical behavior of PLA composites reinforced with Mg micro-particles through depth-sensing indentations analysis,12
An analytical optimization of thermal energy storage for electricity cost reduction in solar thermal electric plants,7
Influence of grain boundaries on the radiation-induced defects and hydrogen in nanostructured and coarse-grained tungsten,9
Managing turnaround performance through Collaborative Decision Making,8
Evaluation of a CFD-based approach to estimate pollutant distribution within a real urban canopy by means of passive samplers,11
Multi-level awareness of energy used in production processes,7
Mutual Solubility of Aromatic Hydrocarbons in Pyrrolidinium and Ammonium-Based Ionic Liquids and Its Modeling Using the Cubic-Plus-Association (CPA) Equation of State,9
Uncertainty analysis for non-uniform residual stresses determined by the hole drilling strain gauge method,9
Assessment of a non linear current control technique applied to MMC-HVDC during grid disturbances,9
A Simulation Tool as a Support for Teaching the Concepts of Urban Traffic Flow,11
"A dynamic simulation model for assessing the overall impact of incentive policies on power system reliability, costs and environment",7
A control strategy for extractive and reactive dividing wall columns,9
Annularly grooved membrane combined with rood beam piezoresistive pressure sensor for low pressure applications,9
Evaluation of data compression techniques for the inference of stellar atmospheric parameters from high-resolution spectra,13
"Physics-Based Analytical Model for Input, Output, and Reverse Capacitance of a GaN HEMT With the Field-Plate Structure",9
Effects of bifurcation-specific and conventional stents on coronary bifurcation flow. An experimental and numerical study,3
Combining a Patch-based Approach with a Non-rigid Registration-based Label Fusion Method for the Hippocampal Segmentation in Alzheimer's Disease,3
Internal sudden short-circuit response of a new HSBDS for brushless synchronous machines tested on a 15 MVA generator,7
Estimation of Voltage Sags From a Limited Set of Monitors in Power Systems,9
A new approach for the solution of the neighborhood problem in meshfree methods,9
Earthquake retrofitting of R/C frames with soft first story using hysteretic dampers: Energy-based design method and evaluation,9
A Monitoring System for Diesel Engine Driven Generators Based on Electric Power Output Oscillation Assessment,7
A methodology for estimating the carbon footprint of waste collection vehicles under different scenarios: Application to Madrid,11
Modelling the fuel consumption and pollutant emissions of the urban bus fleet of the city of Madrid,11
Methodology to evaluate the environmental impact of urban solid waste containerization system: A case study,11
A method for estimating the influence of advanced manufacturing tools on the manufacturing competitiveness of Maquiladoras in the apparel industry in Central America,8
Numerical Study of Blood Clots Influence on the Flow Pattern and Platelet Activation on a Stented Bifurcation Model,9
Effect of the structural reinforcement of composite adherends on the mechanical strength of adhesive joints,9
Optical sensor based on periodic array of resonant nanopillars for real time monitoring,9
Hansen solubility parameter: from polyethylene and poly(vinyl acetate) homopolymers to ethylene-vinyl acetate copolymers,9
Dynamic analysis of a piezoelectric system to compensate for workpiece deformations in flexible milling,9
"New text comparison between CO2 and other supercritical working fluids (ethane, Xe, CH4 and N-2) in line-focusing solar power plants coupled to supercritical Brayton power cycles",7
Modelling NOx concentrations through CFD-RANS in an urban hot spot using high resolution traffic emissions and meteorology from a mesoscale model,11
Minimization of the thermal material effects on pulsed dynamic laser welding,9
A new procedure for the automated design of ejection systems in injection molds,9
Fluorescence labeling of high density polyethylene for identification and separation of selected containers in plastics waste streams. Comparison of thermal and photochemical stability of different fluorescent tracers,12
Influence of Background Noise Produced in University Facilities on the Brain Waves Associated With Attention of Students and Employees,4
Optimized Design of GaN Switched-Capacitor-Converter-Based Envelope Tracker for Satellite Application,9
Nonadiabaticity of cavity-free neutral nitrogen lasing,9
"Numerical study of the aerodynamics of a full scale train under turbulent wind conditions, including surface roughness effects",9
Design and optimization of a novel structural MEMS piezoresistive pressure sensor,9
Reconfiguring existing pollutant monitoring stations by increasing the value of the gathered information,13
Measured strains correction for eccentric holes in the determination of non-uniform residual stresses by the hole drilling strain gauge method,9
Nanocrystalline cubic ruthenium carbide formation in the synthesis of graphene on ruthenium ultrathin films,9
Implementing a Neutron-Diagnostic advanced DAQ system use case on a PXIe platform through a 3D remote laboratory,9
Electroencephalographic evaluation of acoustic therapies for the treatment of chronic and refractory tinnitus,3
Design and Validation of a Simulator Tool Useful for Designers and Policy Makers in Urban Sound Planning,11
"Evaluation of RANS, SAS and IDDES models for the simulation of the flow around a high-speed train subjected to crosswind",9
Micron-scale wedge thin films prepared by plasma enhanced chemical vapor deposition,9
"Contingent valuation of road traffic noise: A case study in the urban area of Quito, Ecuador",11
The design and analysis of a novel structural piezoresistive pressure sensor for low pressure measurement,9
Thermodynamic Optimization of Supercritical CO2 Brayton Power Cycles Coupled to Line-Focusing Solar Fields,7
Lotus-on-chip: computer-aided design and 3D direct laser writing of bioinspired surfaces for controlling the wettability of materials and devices,9
A Multi-Layered Component-Based Approach for the Development of Aerial Robotic Systems: The Aerostack Framework,9
Laser-Induced Forward Transfer Techniques and Applications,9
The moderating effects of corporate and national factors on lean projects barriers: a cross-national study,8
A routine-based framework implementing workload control to address recurring disturbances,8
MICROSCOPIC TECHNIQUES IN THE DETERMINATION OF THE BIODETERIORATION IN CINEMATOGRAPHIC FILMS,9
"High-order recurrence relations, Hermite-Pade approximation and Nikishin systems",9
Analysis of PWR SBO sequences with RCP passive thermal shutdown seals,7
Bias correction for time series factor models,9
Dependence of the subharmonic signal from contrast agent microbubbles on ambient pressure: A theoretical analysis,9
Automated Driving,9
Design optimization and fabrication of a novel structural piezoresistive pressure sensor for micro-pressure measurement,9
The influence of ocean halogen and sulfur emissions in the air quality of a coastal megacity: The case of Los Angeles,11
Analysis of the effects of uneven sound coverage over a facade during a sound insulation test according to the international standard ISO 16283-3,9
Implementing city-level carbon accounting: A comparison between Madrid and London,11
Effect of WS2 Inorganic Nanotubes on Isothermal Crystallization Behavior and Kinetics of Poly(3-Hydroxybutyrate-co-3-hydroxyvalerate),9
Clocking Femtosecond Collisional Dynamics via Resonant X-Ray Spectroscopy,9
Design Optimization and Fabrication of a Novel Structural SOI Piezoresistive Pressure Sensor with High Accuracy,9
Wavelet energy ratio index for health monitoring of hysteretic dampers,9
Tracking the ultrafast XUV optical properties of x-ray free-electron-laser heated matter with high-order harmonics,9
Evaluation of Psychoacoustic Annoyance and Perception of Noise Annoyance Inside University Facilities,4
Performance Comparison of Geobroadcast Strategies for Winding Roads,9
Film Thickness Formula for Thermal EHL Line Contact Considering a New Reynolds-Carreau Equation,9
Euclidean Distance Between Haar Orthogonal and Gaussian Matrices,9
Indoor Dust Metal Loadings: A Human Health Risk Assessment,3
Patrimonial assesment model of a singular element: the dome of the Higher Technical School of Industrial Engineers,4
Fabrication of Si3N4/SiO2 tiered resonant nanopillars with nickel caps arrays: application for optochemical sensing,9
A Control Strategy for Multiterminal DC Grids With Renewable Production and Storage Devices,7
Developing a national programme for textiles and clothing recovery,12
How the surrounding environment affects the biosensing performance of resonant nanopillars arrays: Under dry conditions or immersed in fluid,9
Self-modulation and anomalous collective scattering of laser produced intense ion beam in plasmas,9
Comparison of Heuristic Algorithms in Discrete Search and Surveillance Tasks Using Aerial Swarms,9
Accurate and Detailed Transversal Road Section Characteristics Extraction Using Laser Scanner,9
The Power Line Inspection Software (PoLIS): A versatile system for automating power line inspection,9
Effects of Aging and Different Mechanical Recycling Processes on the Structure and Properties of Poly(lactic acid)-clay Nanocomposites,12
Estimates of the atmospheric parameters of M-type stars: a machine-learning perspective,9
Application of massive laser shock processing for improvement of mechanical and tribological properties,9
Influence of High-Speed Train Power Consumption and Arc Fault Resistances on a Novel Ground Fault Location Method for 2 x 25 kV Railway Power Supply Systems,9
Electricity Price Forecasting with Dynamic Trees: A Benchmark Against the Random Forest Approach,7
FPGA-Based High-Performance Embedded Systems for Adaptive Edge Computing in Cyber-Physical Systems: The ARTICo(3) Framework,9
Safe innovation: On medical device legislation in Europe and Africa,3
Evaluation of the Continuous Wavelet Transform for Detection of Single-Point Rub in Aeroderivative Gas Turbines with Accelerometers,9
On the critical conditions for pool-fire puffing,9
A thermal resistances-based approach for thermal-elastohydrodynamic calculations in point contacts,9
Effect of simulated mechanical recycling processes on the structure and properties of poly(lactic acid),12
Conceptualizing the Sharing Economy through Presenting a Comprehensive Framework,8
Design and Simulation of a Powertrain System for a Fuel Cell Extended Range Electric Golf Car,9
Haptic Augmentation for Teleoperation through Virtual Grasping Points,9
Comparison of Data Preprocessing Approaches for Applying Deep Learning to Human Activity Recognition in the Context of Industry 4.0,9
i-Rheo GT: Transforming from Time to Frequency Domain without Artifacts,9
Minimization of the Thermal Impact in the Laser Welding of Dissimilar Stainless Steels,9
Numerical-Experimental Study of the Consolidation Phenomenon in the Selective Laser Melting Process with a Thermo-Fluidic Coupled Model,9
Thermodynamic insights on the viscometric and volumetric properties of binary mixtures of ketals and polyols,9
Steam condensation simulation in a scaled IRWST-ADS simulator with GOTHIC 8.1,9
Analyzing and improving multi-robot missions by using process mining,9
Fast and Robust Flight Altitude Estimation of Multirotor UAVs in Dynamic Unstructured Environments Using 3D Point Cloud Sensors,9
General Analysis of Switching Modes in a Dual Active Bridge with Triple Phase Shift Modulation,9
Design and Implementation of a Stereo Vision System on an Innovative 6DOF Single-Edge Machining Device for Tool Tip Localization and Path Correction,9
A Sensor Based on a Spherical Parallel Mechanism for the Measurement of Fluid Velocity: Physical Modelling and Computational Analysis,9
Cable-Driven Parallel Robot with Reconfigurable End Effector Controlled with a Compliant Actuator,9
Communications and Driver Monitoring Aids for Fostering SAE Level-4 Road Vehicles Automation,9
Amino-Modified Halloysite Nanotubes to Reduce Polymer Degradation and Improve the Performance of Mechanically Recycled Poly(lactic acid),12
Analysis of the effect of manufacturing imperfections in the elastic properties of platelet nanocomposites,9
Wind Turbine Multivariable Optimal Control Based on Incremental State Model,7
A Runtime-Scalable and Hardware-Accelerated Approach to On-Board Linear Unmixing of Hyperspectral Images,9
Dual Frequency Regulation in Pumping Mode in a Wind-Hydro Isolated System,9
Comparison of Cohesive Models in EDEM and LIGGGHTS for Simulating Powder Compaction,9
Occupational Risk Prevention through Smartwatches: Precision and Uncertainty Effects of the Built-In Accelerometer,3
Smoothed Particle Hydrodynamics Method for Three-Dimensional Open Channel Flow Simulations,9
Edge and Fog Computing Platform for Data Fusion of Complex Heterogeneous Sensors,9
Extraction of polyphenolic antioxidants from orange peel waste using deep eutectic solvents,12
New Differential Protection Method for Multiterminal HVDC Cable Networks,9
Assessment of Residents' Exposure to Leisure Noise in Malaga (Spain),11
Confined Polymers as Self-Avoiding Random Walks on Restricted Lattices,9
Manufacturing of Polymeric Substrates with Copper Nanofillers through Laser Stereolithography Technique,9
LEAN DENDROCHRONOLOGY: COMPLEXITY REDUCTION BY REPRESENTATION OF KPI DYNAMICS LOOKING AT STRATEGIC ORGANIZATIONAL DESIGN,8
Attitude estimation using horizon detection in thermal images,9
Dynamic Assessment of COTS Converters-Based DC Integrated Power Systems in Electric Ships,9
Effect of transverse strains and angular distortions on the nanoscale elastic behavior of platelet nanocomposites,9
Superhydrophobicity on hierarchical periodic surface structures fabricated via direct laser writing and direct laser interference patterning on an aluminium alloy,9
A Sensor Based on a Spherical Parallel Mechanism for the Measurement of Fluid Velocity: Experimental Development,9
Effects of Elastic Hinges on Input Torque Requirements for a Motorized Indirect-Driven Flapping-Wing Compliant Transmission Mechanism,9
Scalable Hardware-Based On-Board Processing for Run-Time Adaptive Lossless Hyperspectral Compression,9
Modal identification of structures from input/output data using the expectation-maximization algorithm and uncertainty quantification by mean of the bootstrap,9
Wettability modification of laser-fabricated hierarchical surface structures in Ti-6Al-4V titanium alloy,9
Artemisia pollen is the main vector for airborne endotoxin,3
Photocatalytic Mechanisms for Peroxymonosulfate Activation through the Removal of Methylene Blue: A Case Study,7
"A-SLEIPNNIR: A multiscale, anisotropic adaptive, particle level set framework for moving interfaces. Transport equation applications",9
A numerical scheme for the thermodynamic analysis of gas turbines,7
Analysis of the Reduction of CO2 Emissions in Urban Environments by Replacing Conventional City Buses by Electric Bus Fleets: Spain Case Study,11
Comparison of Transcritical CO2 and Conventional Refrigerant Heat Pump Water Heaters for Domestic Applications,9
Vehicle fleet characterization study in the city of Madrid and its application as a support tool in urban transport and air quality policy development,11
Interaction of Hemispherical Blast Waves with Inhomogeneous Spheres: Probing the Collision of a Supernova Ejecta with a Nearby Companion Star in the Laboratory,7
A Deep Reinforcement Learning Strategy for UAV Autonomous Landing on a Moving Platform,9
Conception and design of a cooling system for the LHC injection kicker magnets,7
Multidimensional membership functions in T-S fuzzy models for modelling and identification of nonlinear multivariable systems using genetic algorithms,9
Automated Chemical Sensing Unit Integration for Parallel Optical Interrogation,9
On the Person-Place Interaction and Its Relationship with the Responses/Outcomes of Listeners of Urban Soundscape (Compared Cases of Lisbon and Bogota): Contextual and Semiotic Aspects,11
Reduced graphene oxide/polyaniline electrochemical supercapacitors fabricated by laser,9
Distributed Reprogramming on the Edge: A New Collaborative Code Dissemination Strategy for IoT,9
Life Cycle Assessment Comparison of Two Refractory Brick Product Systems for Ladle Lining in Secondary Steelmaking,12
Design space exploration of heterogeneous MPSoCs with variable number of hardware accelerators,9
VHDL vs. SystemC: Design of Highly Parameterizable Artificial Neural Networks,9
Population dynamics based on mobile phone data to improve air pollution exposure assessments,11
Polyol-Based Deep Eutectic Solvents for Extraction of Natural Polyphenolic Antioxidants from Chlorella vulgaris,12
